timestamp,equipment_id,runtime_hours,temperature_c,vibration_mm_s,simulated_condition
2026-09-03 20:10:00,Tractor_01,180.17,86.53,3.12,CHECK SOON
2026-09-03 20:20:00,Tractor_01,180.33,79.0,2.48,NORMAL
2026-09-03 20:30:00,Tractor_01,180.5,70.77,2.53,NORMAL
2026-09-03 20:40:00,Tractor_01,180.67,97.5,5.22,MAINTENANCE NEEDED
2026-09-03 20:50:00,Tractor_01,180.83,80.93,2.83,NORMAL
2026-09-03 21:00:00,Tractor_01,181.0,72.03,1.96,NORMAL
2026-09-03 21:10:00,Tractor_01,181.17,71.71,2.34,NORMAL
2026-09-03 21:20:00,Tractor_01,181.33,75.81,2.27,NORMAL
2026-09-03 21:30:00,Tractor_01,181.5,78.38,2.48,NORMAL
2026-09-03 21:40:00,Tractor_01,181.67,85.05,3.81,CHECK SOON
2026-09-03 21:50:00,Tractor_01,181.83,80.32,2.1,NORMAL
2026-09-03 22:00:00,Tractor_01,182.0,78.43,2.79,NORMAL
2026-09-03 22:10:00,Tractor_01,182.17,78.37,2.53,NORMAL
2026-09-03 22:20:00,Tractor_01,182.33,77.22,1.74,NORMAL
2026-09-03 22:30:00,Tractor_01,182.5,84.31,1.72,NORMAL
2026-09-03 22:40:00,Tractor_01,182.67,74.18,2.5,NORMAL
2026-09-03 22:50:00,Tractor_01,182.83,66.99,2.41,NORMAL
2026-09-03 23:00:00,Tractor_01,183.0,81.42,2.46,NORMAL
2026-09-03 23:10:00,Tractor_01,183.17,73.17,2.49,NORMAL
2026-09-03 23:20:00,Tractor_01,183.33,75.43,2.59,NORMAL
2026-09-03 23:30:00,Tractor_01,183.5,80.24,2.88,NORMAL
2026-09-03 23:40:00,Tractor_01,183.67,68.59,2.06,NORMAL
2026-09-03 23:50:00,Tractor_01,183.83,69.99,2.03,NORMAL
2026-09-04 00:00:00,Tractor_01,184.0,68.59,2.06,NORMAL
2026-09-04 00:10:00,Tractor_01,184.17,71.82,2.62,NORMAL
2026-09-04 00:20:00,Tractor_01,184.33,76.76,3.0,NORMAL
2026-09-04 00:30:00,Tractor_01,184.5,77.1,2.33,NORMAL
2026-09-04 00:40:00,Tractor_01,184.67,76.11,1.5,NORMAL
2026-09-04 00:50:00,Tractor_01,184.83,69.35,1.82,NORMAL
2026-09-04 01:00:00,Tractor_01,185.0,65.76,2.17,NORMAL
2026-09-04 01:10:00,Tractor_01,185.17,75.22,2.28,NORMAL
2026-09-04 01:20:00,Tractor_01,185.33,73.11,2.34,NORMAL
2026-09-04 01:30:00,Tractor_01,185.5,76.84,2.52,NORMAL
2026-09-04 01:40:00,Tractor_01,185.67,77.81,2.38,NORMAL
2026-09-04 01:50:00,Tractor_01,185.83,75.55,2.92,NORMAL
2026-09-04 02:00:00,Tractor_01,186.0,78.04,2.23,NORMAL
2026-09-04 02:10:00,Tractor_01,186.17,75.92,2.16,NORMAL
2026-09-04 02:20:00,Tractor_01,186.33,77.12,2.69,NORMAL
2026-09-04 02:30:00,Tractor_01,186.5,72.18,1.89,NORMAL
2026-09-04 02:40:00,Tractor_01,186.67,74.28,2.66,NORMAL
2026-09-04 02:50:00,Tractor_01,186.83,75.79,2.54,NORMAL
2026-09-04 03:00:00,Tractor_01,187.0,78.28,2.44,NORMAL
2026-09-04 03:10:00,Tractor_01,187.17,73.43,3.14,NORMAL
2026-09-04 03:20:00,Tractor_01,187.33,77.08,2.25,NORMAL
2026-09-04 03:30:00,Tractor_01,187.5,73.94,3.32,NORMAL
2026-09-04 03:40:00,Tractor_01,187.67,97.53,5.41,MAINTENANCE NEEDED
2026-09-04 03:50:00,Tractor_01,187.83,78.32,1.99,NORMAL
2026-09-04 04:00:00,Tractor_01,188.0,67.03,2.53,NORMAL
2026-09-04 04:10:00,Tractor_01,188.17,69.81,2.07,NORMAL
2026-09-04 04:20:00,Tractor_01,188.33,69.07,2.2,NORMAL
2026-09-04 04:30:00,Tractor_01,188.5,65.67,2.66,NORMAL
2026-09-04 04:40:00,Tractor_01,188.67,72.29,2.72,NORMAL
2026-09-04 04:50:00,Tractor_01,188.83,78.0,2.25,NORMAL
2026-09-04 05:00:00,Tractor_01,189.0,73.86,2.89,NORMAL
2026-09-04 05:10:00,Tractor_01,189.17,75.79,2.96,NORMAL
2026-09-04 05:20:00,Tractor_01,189.33,79.36,3.07,NORMAL
2026-09-04 05:30:00,Tractor_01,189.5,80.31,2.71,NORMAL
2026-09-04 05:40:00,Tractor_01,189.67,74.72,3.05,NORMAL
2026-09-04 05:50:00,Tractor_01,189.83,80.41,1.75,NORMAL
2026-09-04 06:00:00,Tractor_01,190.0,75.37,2.37,NORMAL
2026-09-04 06:10:00,Tractor_01,190.17,71.65,2.15,NORMAL
2026-09-04 06:20:00,Tractor_01,190.33,72.62,2.55,NORMAL
2026-09-04 06:30:00,Tractor_01,190.5,69.08,2.27,NORMAL
2026-09-04 06:40:00,Tractor_01,190.67,71.45,2.43,NORMAL
2026-09-04 06:50:00,Tractor_01,190.83,73.57,3.25,NORMAL
2026-09-04 07:00:00,Tractor_01,191.0,78.21,2.43,NORMAL
2026-09-04 07:10:00,Tractor_01,191.17,81.88,2.67,NORMAL
2026-09-04 07:20:00,Tractor_01,191.33,69.47,2.41,NORMAL
2026-09-04 07:30:00,Tractor_01,191.5,86.57,3.73,CHECK SOON
2026-09-04 07:40:00,Tractor_01,191.67,80.84,3.7,CHECK SOON
2026-09-04 07:50:00,Tractor_01,191.83,76.9,2.68,NORMAL
2026-09-04 08:00:00,Tractor_01,192.0,74.48,2.97,NORMAL
2026-09-04 08:10:00,Tractor_01,192.17,67.68,3.16,NORMAL
2026-09-04 08:20:00,Tractor_01,192.33,78.71,2.62,NORMAL
2026-09-04 08:30:00,Tractor_01,192.5,72.58,2.74,NORMAL
2026-09-04 08:40:00,Tractor_01,192.67,72.86,2.04,NORMAL
2026-09-04 08:50:00,Tractor_01,192.83,70.72,2.46,NORMAL
2026-09-04 09:00:00,Tractor_01,193.0,82.38,4.08,CHECK SOON
2026-09-04 09:10:00,Tractor_01,193.17,76.71,2.85,NORMAL
2026-09-04 09:20:00,Tractor_01,193.33,74.24,2.58,NORMAL
2026-09-04 09:30:00,Tractor_01,193.5,76.31,2.85,NORMAL
2026-09-04 09:40:00,Tractor_01,193.67,76.45,2.7,NORMAL
2026-09-04 09:50:00,Tractor_01,193.83,80.28,2.98,NORMAL
2026-09-04 10:00:00,Tractor_01,194.0,73.63,2.62,NORMAL
2026-09-04 10:10:00,Tractor_01,194.17,69.09,2.36,NORMAL
2026-09-04 10:20:00,Tractor_01,194.33,79.27,2.63,NORMAL
2026-09-04 10:30:00,Tractor_01,194.5,73.67,1.33,NORMAL
2026-09-04 10:40:00,Tractor_01,194.67,79.46,2.65,NORMAL
2026-09-04 10:50:00,Tractor_01,194.83,76.53,1.04,NORMAL
2026-09-04 11:00:00,Tractor_01,195.0,74.48,1.81,NORMAL
2026-09-04 11:10:00,Tractor_01,195.17,76.4,2.68,NORMAL
2026-09-04 11:20:00,Tractor_01,195.33,82.8,2.69,NORMAL
2026-09-04 11:30:00,Tractor_01,195.5,83.31,2.04,NORMAL
2026-09-04 11:40:00,Tractor_01,195.67,75.28,2.22,NORMAL
2026-09-04 11:50:00,Tractor_01,195.83,85.64,4.25,CHECK SOON
2026-09-04 12:00:00,Tractor_01,196.0,89.3,3.51,CHECK SOON
2026-09-04 12:10:00,Tractor_01,196.17,71.62,3.4,NORMAL
2026-09-04 12:20:00,Tractor_01,196.33,76.33,2.5,NORMAL
2026-09-04 12:30:00,Tractor_01,196.5,74.9,2.66,NORMAL
2026-09-04 12:40:00,Tractor_01,196.67,76.26,3.15,NORMAL
2026-09-04 12:50:00,Tractor_01,196.83,71.67,2.55,NORMAL
2026-09-04 13:00:00,Tractor_01,197.0,68.64,2.1,NORMAL
2026-09-04 13:10:00,Tractor_01,197.17,66.71,2.46,NORMAL
2026-09-04 13:20:00,Tractor_01,197.33,70.53,2.49,NORMAL
2026-09-04 13:30:00,Tractor_01,197.5,73.17,1.95,NORMAL
2026-09-04 13:40:00,Tractor_01,197.67,73.83,2.4,NORMAL
2026-09-04 13:50:00,Tractor_01,197.83,82.75,2.2,NORMAL
2026-09-04 14:00:00,Tractor_01,198.0,79.42,2.87,NORMAL
2026-09-04 14:10:00,Tractor_01,198.17,71.15,2.51,NORMAL
2026-09-04 14:20:00,Tractor_01,198.33,76.39,2.39,NORMAL
2026-09-04 14:30:00,Tractor_01,198.5,73.37,2.46,NORMAL
2026-09-04 14:40:00,Tractor_01,198.67,73.86,2.59,NORMAL
2026-09-04 14:50:00,Tractor_01,198.83,75.74,2.75,NORMAL
2026-09-04 15:00:00,Tractor_01,199.0,77.48,2.1,NORMAL
2026-09-04 15:10:00,Tractor_01,199.17,73.64,2.08,NORMAL
2026-09-04 15:20:00,Tractor_01,199.33,89.26,4.14,CHECK SOON
2026-09-04 15:30:00,Tractor_01,199.5,70.43,2.34,NORMAL
2026-09-04 15:40:00,Tractor_01,199.67,75.03,1.93,NORMAL
2026-09-04 15:50:00,Tractor_01,199.83,85.39,2.68,NORMAL
2026-09-04 16:00:00,Tractor_01,200.0,75.89,2.69,NORMAL
2026-09-04 16:10:00,Tractor_01,200.17,90.73,3.09,CHECK SOON
2026-09-04 16:20:00,Tractor_01,200.33,75.37,2.59,NORMAL
2026-09-04 16:30:00,Tractor_01,200.5,77.32,2.79,NORMAL
2026-09-04 16:40:00,Tractor_01,200.67,74.77,2.65,NORMAL
2026-09-04 16:50:00,Tractor_01,200.83,74.32,2.75,NORMAL
2026-09-04 17:00:00,Tractor_01,201.0,71.88,1.94,NORMAL
2026-09-04 17:10:00,Tractor_01,201.17,76.72,2.63,NORMAL
2026-09-04 17:20:00,Tractor_01,201.33,71.59,2.38,NORMAL
2026-09-04 17:30:00,Tractor_01,201.5,77.66,2.31,NORMAL
2026-09-04 17:40:00,Tractor_01,201.67,79.34,2.85,NORMAL
2026-09-04 17:50:00,Tractor_01,201.83,76.47,3.09,NORMAL
2026-09-04 18:00:00,Tractor_01,202.0,73.86,3.22,NORMAL
2026-09-04 18:10:00,Tractor_01,202.17,76.82,3.03,NORMAL
2026-09-04 18:20:00,Tractor_01,202.33,73.77,2.46,NORMAL
2026-09-04 18:30:00,Tractor_01,202.5,78.74,2.64,NORMAL
2026-09-04 18:40:00,Tractor_01,202.67,77.67,4.01,CHECK SOON
2026-09-04 18:50:00,Tractor_01,202.83,73.66,2.55,NORMAL
2026-09-04 19:00:00,Tractor_01,203.0,67.04,2.55,NORMAL
2026-09-04 19:10:00,Tractor_01,203.17,69.02,2.83,NORMAL
